,comment,rate
58642,"سلام ابانگان رو خیلی دوست داشتم برعکس مهرگان!
شخصیت پوریا در مهرگان برام قابل باور نبود و نمیتونستم تصویر سازی ای ازش داشته باشم ولی پوریا تو ابانگان بسیار قوی ظاهر شد.مونولوگ های دایانا رو خیلی دوست داشتم و حس میکنم قلمتون خیلی در ابانگان قوی تر شد براتون ارزوی موفقیت های بیشتری در راهی که شروع کردید دارم و امیدوارم اذرگان خوبی داشته باشیم💜",1.0
15182,چرا تو ايرانم هست من اين گوشيو خريدم خيلي ازش راضي هستم گوشي نرمي هستش کيفيت صدا در حد مطلوب نه خيلي عالي .,0.5
42502,دونات کوچک بود. کروسان حرف نداشت. پر از شکلات بود. رول سیب دارچین پرملات نبود مثل همیشه. در کل راضی بودم. ممنون.,-1.0
23599,من این پاورو 6 ماه پیش‌خریدم هنوز‌ برام هیچ‌ مشکلی پیش نیومده و پاورم داره کار خودشو خیلی خوب انجام میده,0.8
41364,کته کباب لقمه مخصوص بد نبود ولی با این قیمت خیلی با کیفیت‌تر هم میشه تهیه کرد اما کته زرشک با مرغ فاجعه بود فکر نکنم دیگه بدتر از این هم بشه درست کرد پیک اسنپ هم غذارو هم زده تحویل داد و تمام ظاهر غذا از بین رفته بود,1.0
159803,حتما پیشنهاد میکنم یخرید عالیه همه چیزش عاله شک نکنید,0.92
8080,مطمئن باشيد از خريد اين ipod پشيمون نميشيد,0.5
30760,خوب بود رلضی بودم خیلی تمییزبود فقط ی ستاره لی که ندادم برای گروتی میوه‌ها بود,-1.0
26515,پیتزا انگار خمیر کامل خشک شده و مونده بود مواد خیلی راحت جدا میشد تو یک کلمه واقعا غدا به درد نمیخورد,1.0
10641,پارامتر بارز ديگر استفاده از مانيتور لمسي است که آنهم بسيار عالي است علاوه بر شفافيت و کيفيت بالا عملکرد بسيار خوبي در پاسخ به فرمانهاي لمسي دارد و يکي از نقاط مثبت و ارزنده و کم نظير اين دوربين بشمار ميرود.,1.0
471,باسلام.اینطورکه این برادرگرامی وبعضی دیگرازاین عزیزان میفرمایندارتش به تمام معنابرعلیه کشوربوده.اگه راسته پس ۵۰هزارشهیدارتش چه نقشی توجنگ داشتند..بخداحیفه ازاین حرفانزنید.نه خداخوشش میادنه امام ونه رهبرمعظم ونه ملت بزرگوار.,-1.0
54071,من این دستگاه را با قیمت کمتر خریدم و از خرید آن بسیار راضی هستم.,0.52
148285,هنوز خیلی ازش استفاده نکردم ولی خیلی تعریفش رو شنیدم.,0.1999999999999999
12288,طراحی انقلابی و چشم‌نواز تلویزیون که زندگی شما را متحول خواهد ساخت محیط زندگی خود را با این طراحی پیچیده و شیک متحول سازید.,0.5
82898,خیلی عالیه و کیفتش بالاست اگر در خریدش شک دارید به نظر من حتما بخریدش,1.0
2681,از دیگر شکاف‌های موجود بر روی دستگاه می‌توان به شکاف کارت حافظه، جک هدفون، خروجی TV درگاه اتصال داک کیبورد اشاره نمود.,0.5
5109,بازي آنلاين در اکس باکس لايو تجربه ي خوبي را در اختيار قرار مي دهد.,0.5
964,خیلی ممنون,-1.0
2969,واسه گوشيهاي اسمارت بهترين اولويت انتخاب باتري ميتونه باشه,0.5
39777,با سلام و احترام. کیفیت بسیار خوبی داشت. جای بهبود هم دارد.,-1.0
4389,کيفيت دوربين جزو چند دوربين برتر بازار قرار ميگيره گوشي به خوبي در دست جاي ميگيره کار کردن باهاش بسيار لذت بخشه از لحاظ نرم افزار همون موقع خريد به صورت فکتوري آندرويد ۴.,1.0
915,GALAXY Tab همانند مدل های گذشته از صفحه نمایشی هفت اینچی استفاده می کند.,0.0
14603,تبلته فوق العاده خوبيه از همه لحاظ منو ساپورت کرده ولي حيف که تبديل usb نداره.,-0.5
30283,مرغش خوب بود ولی بی ادویه بود ویکم نپخته سسش بد بود بیش از حد شیرین سس سفیدش مزه حلیم میدادیکاش خیارشوربود نه خیارسرکه چون معمولا بامرغ بریون خیارشور خوشمزه تره اینها روگفتم که کیفیت بالاتربره امیدوارم پیشنهادم اینه برای خیارشور یاخیارسرکه منوبزارن وکیفیتم بالاترببرن باتشکر ازاسنپ,-1.0
61881,چشم من حساسه . خوبیش اینه که چشم رو نمیسوزونه.,-1.0
5427,با اینکه این صفحه نمایش بهترین صفحه نمایش موجود بر روی تبلت ها نیست،  اما در میان تبلت های هم رده خودش و با این قیمت،  بدون شک بهترین است.,0.5
2682,بستنی باز شده بود اصلا رسیدگی جالب نیست,1.0
14976,آقای Steve Jobs در معرفی این دستگاه درباره‌ی کیفیت این نمایشگر صحبت کرد و ادعا کرد که کیفیت آن به کیفیت چشم انسان می‌رسد.,0.5
53336,باید بگم به عنوان اولین رمان نویسنده واقعا جا داره بهشون تبریک گفت ،رمان قشنگیه من خیلی راحت تونستم باهاش ارتباط برقرار کنم ،فقط بعضی جاهاش اسامی اشخاص رو اشتباه یا جابه جا میگفت که من فکر میکنم این مربوط به نویسنده اصلی کتاب نمیشه,1.0
137192,کیفیتش جنساش عالیه,-1.0
991,بلندگوها در بالای کیبورد، دو بلندگوی استریوی دستگاه قرار دارند که در زیر یک گرید یک تکه تعبیه شده‌اند.,0.0
67423,همون لحظه که استفاده میکنی واقعا موهارو نرم میکنه و اگه موی فر و وزی دارید به راحتی گره هاشور باز میکنه و مهم تر از همه بوی خیلی خوبشه ولی متاسفانه اثرش فقط همون لحظس ینی اگه تو حمامه بعدی ازش استفاده نکنی موها دوباره به همون حالت اول برمیگردند و هیچ تاثیره دائمی نداره,0.8
12404,خیلی چرررب لود، اصن زیرش روغن پس داده بود,-1.0
44547,دیزی عالی بود، بسته بندی هم که حرف نداشت. معرکه است، حتما امتحان کنید.,-1.0
3245,کاور پشتی این گوشی به نظر از نظر مقاومت در برابر خراش آسیب‌های احتمالی مقاوم‌تر از کاور پشتی Galaxy اصلی است.,0.5
4932,جاي دو تاي آخري مناسب نيست چون ال سي دي که کابل ها به آن وصل شوند مناسب نيست و حرکت و فيلم گرفتن در موقع اتصال به تلويزيون را کمي سخت ميکند.,-0.5
20882,با این کارتون جونا دیگه ازدواج نمیکنن😅😅😅😅😜😜😜,-0.6
61097,غذا بسیار سرد و تقریبا یخ زده بود اصلا قابل خوردن نبود,1.0
11120,"سلام خدمت دوستان عزیز
توپ بسیااار فوق العاده ای هست.یا بهتر بگم از توپ توپ بهتری برای وللیبال توی جهان وجود نداره.
فقط یک سوالی که داشتم اینکه خواهشا اگر میدونید راهنماییم کنید.
1- رنج قیمت این توپ
2- باید ساخت کجا باشه اخه من هم تایلندشو دیدم هم ژاپنش",1.0
13676,این لنز واقعا می‌تواند مثل یک تلسکوپ عمل کند تا سوژه های کاملا دوردست را بتوانید ثبت کنید.,1.0
13857,سلام  به    همگي  من  4 ماه  ميشه  که  اين گوشي  رو  خريدم  خيلي ازش  راضيم  کلي  برنامه  و  بازي  روش نصب  کردم  فقط  اگر  در مورد  اندازه اش  حساس  نباشي  گوشي  خيلي   خوبي  هستش  من  که  از  خريدنش  پشيمون  نيستم .,1.0
24327,"داستان جالب و روونی داره 
شخصا از کمیک هایی که  پر از دیالوگ هستن و  خواننده دچار سردرگمی میشه که ادامه دیالوگ ها کدوم یکیه خوشم نمیاد",0.6
106954,فوق العادس,0.92
6469,دوستاني که مي خوان بخرن به نمايندگي سامسونگ برن و با گوشي کار کنن و به اعداد و ارقام توجه نکنن.,0.0
3510,در هر صورت، باعث خوشنودیست که اعلام کنیم که Fonepad جزو استثناهای این قاعدست در بالای قاب فلزی پشتی آن، یک دوربین مگاپیکسلی با قابلیت فیلم‌برداری HD 720p وجود دارد.,0.5
22170,به نظر بنده حجم قرمه سبزی و برنج خیلی زیاد است. برای ۲ نفر است. پیشنهاد میشود به انتخاب مشتری، حجم کمتر هم ارائه دهید و قیمت را پایین‌تر بیاورید. دوغ قیمت ش نسبت به حجم ش زیاد است. (یک دوغ کوچک نزدیک ۵ هزار تومان) برنج زیاد گرم نبود. ولی خورش خوب گرم بود. بسته بندی مناسب بود. پیک محترم بود.,-1.0
99024,این مدل تو میدان شوش ارزونتر گیرد میاد تخفیف ویژه از بازار گرونتره,-0.28
69012,من این بلوتوث رو برای ضبط ماشینم که پایونیر هست گرفتم، رو ضبط ماشین خیلی خوب کار می کنه ولی روی سینما خانگی به شدت تاخیر داره و بعضا دیسکانکت میشه ( البته شاید دستگاه ما قدیمی باشه) ولی در کل سیم AUX رو بیشتر از این محصول پیشنهاد می کنم,0.7
880,4- ضخامت کمتر (با 9.3mm ضخامت،  1.4mm باريک تر است) و وزن کمتر (با 114gr وزن،  17gr سبک تر است).5- دوربين با ديافراگم (Aperture) بهتر (ديافراگم f/2.0 که نور بيشتري را نسبت به ديافراگم f/2.2 وارد دوربين مي کند.,0.0
166969,این دستگاه از نظر کیفیت دستگاه خوبی هست درضمن در مشخصات نوشته چپ یا راست ننوشته چپ و راست تیغ دور میزنه فقط یه اشکال داره یه میزان دور تیغ داره فقط سطح یک‌,0.1999999999999999
32481,به خاطر این کتاب که خیلی برام با حال بود می خواستم ۵ستاره بدم ولی بعد که دقت کردم عیب پیدا کردم و یه ستاره کم کردم,0.6
2133,به نظرم گوشي باحاليه.,0.5
2846,باتری باتری استفاده شده در این تبلت یک باتری لیتیوم پلیمری 3170 میلی آمپر ساعتی است.,0.0
147455,سلام فلش خوبی هست سرعت کپی معمولی هست جنس بدنه خوبه طراحی فلش هم خوب هست,0.8
21623,خیلی دوست داشتنی بود شاید اولش بگید اوه چه آدم بیخودیه ولی در نهایت احتمالا خیلی دوستش خواهید داشت.,1.0
77585,عالی عالی پیشنهاد می کنم بخرید پشیمون نمی شید,1.0
15073,دوربين عاليه.,1.0
38826,وای وای وای من فصل پنجمم چقد زیباس این کتاب عجیب غرقم کرد,1.0
5963,دراين نسخه امکانات وسيعي جهت شخصي سازي قسمت هاي مختلف سيستم عامل افزوده شده که با اين آپديت Galaxy S II نشون ميده که هنوز هم يکي از بهترين‌هاست و گفته هايي مبني بر اينکه دوره اين گوشي گذشته را ميتوان  غير قابل قبول دونست.,1.0
39832,هم خیلی بد بو هست و هم به خاطر بسته بندی بدش یک چهارم محصول خالی شده بود,0.1999999999999999
3760,اگر خواهان خريد گوشي تا در اين رنج قيمت هستيد در خريد آن هيچ شکي نکنيد فوق العادست.,0.5
113069,خیلی باریک و کوچک هستش و برای شیرینی خوری مناسب نیست,-1.0
26904,"طاهره طاهره ی عزیزم،  کتابی است شامل چهل و یک نامه ی عاشقانه از غلامحسین ساعدی به «طاهره کوزه گرانی» ،  که بعد از مرگ طاهره به چاپ رسیده است . این نامه ها که در طی سال های 1332 تا 1345 نوشته شده ، نشان می دهد که ساعدی به شدت طاهره را دوست می داشته و به گفته ی چندی از دوستانش  تا آخر عمر  به این عشق وفادار مانده است. طاهره در مورد این نامه ها و بعضی یادگاری های دیگر که آنها را چون گنجینه ای  حفظ می کرده ، گفته است که تا وقتی زنده هستم ، آنها را به کسی نشان ندهید ولی پس از مرگم هر کاری که دوست داشتید با آنها بکنید. طاهره در آذرماه 83 از جهان می رود و در گورستان (مارالان)  به خاک سپرده می شود و به روی سنگ گورش این جمله حک می گردد : 

آرام جای کسی که میان استخوان های گوهرمراد آواز می خواند


نامه ها سرشار از احساسات عمیق قلبی هستن. نامه هایی که ساعدی طی سال ها با همه ی وجود برای طاهره نوشته. به شدت زیبا و احساسی.

اما راستش بجز جنبه ی احساسی نامه ها، یه سری نکات دیگه ای هم توی کتاب قابل توجه بود. یک سری تفکرات خاص اون زمان که حداقل من انتظار داشتم ساعدی به عنوان یه روانپزشک، نویسنده و روشن فکر زمان خودش درگیر این تفکرات نباشه.  مثلا توی یک قسمتی ساعدی از طاهره خواهش میکنه که درس نخونه، چون معتقده به فساد کشیده میشه! ""آری طاهره ی قشنگ من دیگر درس نخواهد خواند و دل مرا نخواهد شکست.وقتی تو به کلاس میروی من حس میکنم که تو مثل دخترهای دیگر در کثافت و بدنامی فرو میروی"" یا ""آن عینک منحوس ات را به سنگ بزن و تو را به خدا، تو را به جان کسی که دوست اش داری، دیگر درس نخوان"". و یا جای دیگه ای عنوان میکنه که وقتی طاهره رو در حال صحبت عادی و روزمره با مرد دیگه ای میبینه، دلش میخواسته بره و طاهره رو خفه کنه! "" کم مانده بود که با عجله خود را به تو رسانده و گلوی ات را بفشارم ... ""  

گفته میشه که این عشق نافرجام باقی میمونه. طاهره تا پایان عمر به این عشق وفادار میمونه اما ساعدی پنج سال پیش از مرگش ازدواج میکنه. اگرچه کتاب فقط شامل نامه های یک طرفه ی ساعدی به طاهره است و جواب نامه ها و یا داستان این عشق ذکر نشده، اما شخصیت طاهره رو خیلی بیشتر پسندیدم. شاید دیگران با خوندن نامه ها، طاهره رو دختر سنگدل و بی احساسی تصور کنن که نامه های ساعدی رو بی جواب میذاشته. اما من طاهره رو بسیار عاشق، خوددار، دور از دسترس، هنرمند (طاهره عکاس بوده) و تحصیل کرده دیدم. شخصیتش برای من خیلی جذاب تر از شخصیت ساعدی بود. از نظر من عشق ساعدی خیلی مالکیت طلبانه بود. 


قسمت های زیبایی از کتاب:

کلمه ای است بسیار عادی، بسیار مبتذل، که من نمیتوانم آن را پیش تو ادا کنم. لفظی است که به هر کثافتی اطلاق میشود. با این که در اصل پاک است. من نمیخواهم بگویم به تو عشق دارم، زیرا همین کلمه است که نفرت مرا بر می انگیزد. کلمه ای است بسیار مزخرف. آیا احساسی را که من دارم.پرستشی که نسبت به تو در قلب من شعله ور است اگر آن را تقدیم ات کنم، مقبول خاطرت خواهد گشت؟طاهره ی قشنگ. برای ده هزارمین دفعه پیش خود، سوگند میخورم که عشق من پاک است، برای هزارمین دفعه قسم یاد می کنم، که غیر از تو، غیر از چشمان قشنگ و زلف های زرین تو، هیچ چیز را دوست ندارم.غمی است که قلب مرا می فشارد، عذابی است که از دستش راحتی ندارم و نمی دانم تا چه وقت این چنین خواهد بود، خدا می داند، روز و شب مثل کسی که خوره در جسدش افتاده باشد ناراحت ام، قلب من مشتعل است بدون این که کسی بداند چه آتشی در آن شعله می کشد. اختیار اگر دست من بود، هیچ وقت دچار چنین عذاب و شکنجه ای نمی شدم وولی به خدا، اختیار دست من نیست. هرچه هست تو هستی تو،... تو.. تنها تو..",0.2
39660,عرض کردن نازک و بی کیفیته.اگر دیجیکالا این نو محصول را ارائه نده بهتره,0.1999999999999999
45288,این واقعا اصله آیا؟,0.1999999999999999
13881,باطريش خيلي ضعيفه و در استفاده ي معمولي يک روزو نيم بيشتر دووم نمياره.,-1.0
35,البته بعد از آي پد 2و3و4,0.0
100608,موجود بشه لطفا,0.1999999999999999
5498,يکي از بهترين تبلت هاي بازاره عاليه,1.0
61336,خوب بود ولی شیر پاکتی نی نداشت من برای پرسم گرفتم که بدون نی نمیتونه استفاده کنه,1.0
30207,زمانی که این کتاب رو می‌ خواندم آنقدر همزاد پنداری من با شخصیت معصومه خانم زیاد بود که مثل ایشون احساس ضعف و خستگی میکردم‌ و احساس خفگی از اسارت به من دست می داد . این کتاب شیرینی و تلخی خاص خودش را داشت و به دل من نشست.,1.0
116173,بسته بندی میتونست بزرگتر انتخاب بشه که اینجوری مجبور نشید زور چپون کنید که بیشترشون خرد شن!,-1.0
2317,من اين گوشيو خريدم اما نميدونم چجوري کيبوردشو فارسي کنم.,0.0
1228,همانند تقریبا همه‌ی دوربین‌های مقاوم، لنز FT3 از نوع پریسکوپی می‌باشد.,0.0
5053,براى داغى فنش يه فن ديگه بخر و بذار کنارش.,0.0
2087,يه ذره داغ ميشه، ولي بک منوش تا حالا قاطي نکرده.,0.5
21307,بعد از چندین بار سفارش همچنان با بهترین کیفیت,-1.0
34656,"هدایت از روی آلمانی ترجمه کرده؟
یا غیرمستقیم؟
(کتابیه که باید خوند. جالبه:» )",0.6
3942,آثار نویسنده های روسی فوق العاده اس,1.0
46347,بیشتر به نظر اومد ته مونده‌های غذای رستوران ریختن تو یه ظرف تکونش دادن تا خوب با هم قاطی بشن و بعد ارسال کردن نیمرو سوخته و سفت شده بود، چند تا دونه لوبیا نپ-ن- داشت، سوسیس سفت و بد مزه بود، حجمشون کم بود، سرد بود، دیر ارسال شد و از همه بدتر همرو تو یه طرف رو هم ریخته بودن. تنها کاربردش اینه که اگه میخوایین به کسی غیر مستقیم توهین کنید این صبحونه رو بهش بدید!,1.0
52652,"عالی بود پسر. عالی. آنچنان همه چیز رو (اقتصادی. سیاسی. فرهنگی. اجتماعیو...) در خودش جا بود ک باورم نمیشد یه ادم اینو نوشته باشه حداقل باید چندین نفر ادم همه چیز دان اینو نوشته باشن. در کل ایولا♥️👍👍👍👏👏👏
اما متاسفانه کتابی دیگر ازین نویسنده پیدا نکردم!! چرا؟؟؟ البته یک ژاژنامه بود ک نمیشد بهش گفت کتاب",0.6
9410,بهتر اینکه نویز رنگی در آن ها مشاهده نمی شود.,0.5
41459,"اینکه با یخچاله خیلی خوبه مخصوصا وایه فروشگاه و اداره جات...اب جوش هم قفل ایمنی داشت...خلاصه همه چی خوب بود
ممنون از دیجی کالا و فروشنده",1.0
31078,عالی با کیفیت ممنون,-1.0
4762,بهترين امکانات در بهترين ظاهر.,1.0
89139,کلا قاب گوشی های ال جی تو بازار وجود نداره مخصوصا همین مدل .محصول. زیبا و خوب ولی پلاستیک استفاده شده به نسبت قیمت خیلی جالب نیست.,0.5800000000000001
1081,این دوربین‌ها هرچند که از جهات زیادی به دوربین‌های Bridge یا DSLR Like شباهت دارند، ولی با ابعاد 122X87X93 میلی متر وزن 580 گرم، دوربینی کامپکت سوپرزوم محسوب می‌شوند.,0.0
4063,کيفيت ساخت بالا 8.,1.0
118802,"جنس محکم و عالی
خوش پوش و بسیار تن خور عالی.به نسبت پولش جنس خیلی خوبی داره",1.0
6866,همچنین عمل فوکوس را نیز می‌توانید به صورت دستی بر عهده بگیرید.,0.0
92601,"از دی جی کالا تشکر می کنم 
موفق باشید",0.92
28168,نسبت به قیمتش خیلی مناسب بود. چسبش هم خوب بود. نصبش راحت بود و هوا زیرش نرفت.,0.1999999999999999
47028,"کتاب جذابی هست,خیلی وقت بود کتابی نخونده بودم که نتونم بذارم زمین",1.0
14268,دوربین فیلم‌برداری GZ-MG255 از جمله‌ مدل‌هایی است که رضایت شما را جلب خواهد کرد.,0.5
5019,غذا خیلی خیلی چرب بود و خوشمزه هم نبود,1.0
1178,این موضوع را می توان از شباهت طراحی ابعاد بررسی کرد.,0.0
99275,خرید این مادربرد رو برای سی پی یو های نسل 7 اینتل توصیه میکنم... کلا ام اس آی مادربرد های فوق العاده ای داره و اکثر اونها استاندارد نظامی قطعات الکترونیک آمریکا  رو دارا هستند و طول عمر بیشتری نسبت به رقبا مانند ایسوس و گیگا دارند... از نظر امکانات از جمله درگاه ها هم در حد قیمت خودش بسیار خوب هست و پشتیبانی از کراس آور و اس ال آی هم در مشخصاتش دیده میشه... طراحی زیبایی داره و نرم افزار های کاربردی خوبی همراه خودش داره...خلاصه در مقایسه با سایر برند ها ام اس آی پیشنهاد منه..,0.52
11898,HTC Desire Vگرون بود-سامسونگ گالکسي آيس هم به نسبت کاراييش گرون بود.,0.0
14053,غذا یخ کرده بود.,1.0
1179,روکش لاستيکي اون به صورت سراسري بهش نچسبيده و بعضي جاهاش بلند ميشه و به دست گير ميکنه.,-0.5
168620,خوش دوخت و شیک.کفی نرم.داخلش چرم.رنگ خاص.,-1.0
3314,تنها سايت مطمئن مردمي فقط **دي جي کالا**,0.5
165120,"برا خانومم خریدم. اومد دیدم پودرش از جعبش بیرون نفوذ کرده باز کردم دیدم کمی گلوله گلوله شده پنکک و بعضی قسمتاش کنده شده و پودر شده.
ولی پوشش دهی مناسبی دارد قیمتشم مناسب بود تو پیشنهاد ویژه",0.1999999999999999
30774,23- خیلی خوب بود. لذذذذت بردم👌,0.6
8340,در کل،  با قیمت پایین‌تر نسبت به مدل‌های مشابه،  این گوشی یک گوشی مقرون به صرفه با ارزش خرید بالا به شمار می‌آید.,1.0
12611,با وجود اینکه حجم غذا خوب بود و زود هم فرستادن، ولی وقتی غذا رو دیدم از کیفیت پایین واقعا تعجب کردم. اول فکر کردم به جای گوجه، شلغم گذاشته، ولی گوجه رنگ پریده بود. کباب هم فقط طعم سوختگی میداد.,1.0
100244,بهترین کیفیت.قیمتش توی شگفت انگیز عالیه,1.0
9445,با سلام من اين گوشي رو 2 روزه خريدم از مزاياي گوشي  1- کيفيت صداي عالي  2- خوش دست و با ساختار عالي  3- آندوريد 4 و سرعت بالاي آن 4- تاچ نسبتاً خوب 5- نگه داشتن شارژ نسبت به مدلهاي ديگر اچ تي سي اگه صفحه نمايش بهتري داشت ديگه حرف نداشت ولي با داشتن cpu 600 ديگر نبايد انتظار بازي هاي سنگين و داشت,0.5
7501,از آنجائیکه کلا عملکرد SuperLCD ها در زیر نور مستقیم آفتاب و زوایای مختلف نیز خوب ارزیابی می‌گردد،  در مورد این صفحه نمایش هم می‌توان گفت که افت عملکرد خاصی را مشاهده ننمودیم.,0.5
5229,صداي فيلمبرداريش عاليه تکنولوژي ضد لرزش رديابي خودکار سوژه حسابي کيفيت کارو بالا ميبره.,1.0
15600,خوب بود اما حجمشو خیلی کم کردین. با این قیمتی که زدین حجمش کم بود,-1.0
46564,کتاب های پائولو زیبا و روان و دوست داشتنی هستند.,1.0
68023,"دوستان من این کتاب رو توی اپلیکیشن دیگه خریدم اما اصلا نمیتونم باهاش ارتباط بر قرار کنم، نمیدونم مشکل از منه یا از کتاب 🤔🤔🤔
دوستانی که تا آخر خوندن میگید لطفا
تا الان که حدود سه ماهه خریدم با زور تونستم ۹۹ صفحه ( صفحه الکترونیکی ) رو بخونم",-0.6
3707,در نظر داشته باشید که تمرکز اصلی نوکیا در این مدل، روی کیفیت دوربین نبوده است، کما اینکه در مدل‌هایی مانند 808 Pure View که قابلیت اصلی آن دوربین 41 مگاپیکسلی است، رقیبی برای نوکیا وجود ندارد.,0.5
4031,GPS می‌تواند به صورت دستی خاموش یا روشن شود و وضعیت آن هم به صورت آیکون کوچکی بر روی نمایشگر به نمایش در می‌آید.,0.0
118411,"واقعا یه چاقوی عالیه. طراحیش که حرف نداره.
غلافش به صورت متقارنه و امکان برعکس کردنش در صورتی که بخواید از دست چپ استفاده کنید هست. باز اینکه غلافش مدل کایدکسه و میشه روش اقلام دیگه رو به راحتی نصب کرد. من یه چاقوی Esse کوچک دیگه رو بعلاوه یه آتش زنه ,دو متر طناب پاراکورد رو بهش وصل کردم. یه نکته مهم اینکه چاقو به خوبی توی غلاف چفت میشه و حتی در صورت برعکس شدن و تکون شدید از جاش در نمیاد و لازن نیست که حتما دکمه استرپ روی دسته رو ببندی.
از معایبش میشه گفت که دسته اش امکان تعویض نداره و ثابته. اگه پیچی بود واقعا بهتر بود و میشد کاستومایزش کرد یا اینکه دسته چوبی یا با طناب پاراکورد براش ساخت. ولی باز اینکه خوش دسته همین دسته اش هم.
طول تیغه حدود 7 اینچه برای تکه کردن چوب و تهیه هیزم به روش (Batoning) عالیه. 
دیگه اینکه ترجیح میدادم انتهای دسته اش امکان چکش زنی موجود باشه. هر چند این چاقو، یه چاقوی نظامیه (Attack Knife) تا کمپینگ و سوروایوال ولی خب تمام کارایی ی چاقوی کمپینگ رو داره.
و در کل اینکه راضی ام از خریدش و نسبت به چاقوهای گربر چینی خیلی بهتره. لااقل ارزش پولی که دادی رو داره.
و کلام آخر اینکه این چاقو رو به کاتانا دوستااا توصیه میکنم.",1.0
1202,در سمت چپ قاب پشتی داک، یک بلندگوی مونو قرار گرفته است.,0.0
36103,اخه دیگه هزار تومن چیه بعضیاتون نوشتید گرونه🤔.,0.2
62885,کیفیتش خوبه اما زشت بود برای کارای دم دستی که ظاهر مهم نیس خوبه,0.1
40155,برنجش هندی بود و واقعا بوی بدی میداد و کیفیت نسبت به دفعه‌ی قبل بسیار پایین اومده بود من که دیگه از این رستوران غذا سفارش نمیدم,1.0
143463,تو تعمیرات بعضی جاها خیلی کمک میکنه,0.1999999999999999
8665,به دلیل رزولوشن بسیار بالایی که این سنسور ارائه می‌دهد،  اگر در شرایط نوری خوب با آن عکاسی کنید،  کیفیت و تفکیک جزئیاتی بسیار عالی را به شما ارائه می‌دهد.,1.0
58899,"به نظرم نسبت به کیفیت ساخت و کیفیت مواد قیمتش زیاده ولی هم میکروفون هم صداش کیفیت خوبی داره. 
من برای استفاده اسکایپ لازم داشتم و کارمو ب خوبی راه انداخت",-1.0
3944,قابلیت‌های جدید اضافه کرده و تلویزیون خود را با محتواهای جدید از نو بسازید.,0.0
53564,پسندیدم,1.0
779,عالی بود👍👌,1.0
5304,اين قدرت را دارد که عمق تصوير فوق العاده اي را به فيلم بردار ارايه دهد.,1.0
7186,این برای دیدن سوژه هایی که ممکن است به کادر شما وارد شوند خوب است.,0.5
55928,یک بد کامل بود غذا پس از دو ساعت تحویل شد غذا سرد بود و نسبت به کیفیت بسیار گران بود,1.0
73382,"خیلی دستگاه خوبیه،ازش خیلی راضیم،صداش هم انقدرا زیاد نیست
باتوجه بقیمتش از دستگاه پارس خزرهم بصرفه تر و بهتره",0.6400000000000001
36781,اصلا نخرید,-0.7
12965,تو اين نقد جا نميشه .,0.0
103870,خوب و با کیفیت بود,-1.0
43287,من کتابشو اخیرا خوندم، عالیه! از اون دسته کتابهاست که باید مزه مزه اش کرد. تعداد شخصیتها زیاده، اگه میدونستم یادداشت میکردم تا راحت تر پیداشون کنم. اما شخصیت اول، یعنی ژان کریستف خیلی خاص و متفاوت پرداخته شده، در عین حال میشه به راحتی باهاش ارتباط برقرار کرد. چون انگار طبیعت انسانی رو نشون میده که بطور عادی در همه ما هست و بیشتر اوقات بهش توجه نمیکنیم.,1.0
102459,با توجه به قیمت واقعا میارزه.نصب کردم بدون صدا و گیرایی بالا,0.56
126896,عالی,0.1999999999999999
165568,خیلی غلیظ و خوبه. رایحه های ملیح و خوبی دارن و وانیلیش مخصوصا مورد علاقه منه.,0.1999999999999999
3281,خيلي عاليه .,1.0
8244,اين مدل  با بدنه الومينيومي و ويندوز اورجينال طراحي بسيار شيکي دارد.,1.0
15738,"aalii bood, besiar lezat bordam",1.0
79592,فقط با رینگ باشه می ارزه,0.1999999999999999
6913,این وضعیت تا ایزو 800 به مراتب بدتر می‌گردد.,-1.0
14437,این دوربین مجهز به سنسور تصویر BSI CMOS می باشد که به خصوص برای عکاسی در شرایط نوری ضعیف انتظار می رود که عملکرد خیلی بهتری را از خود به نمایش بگذارد.,1.0
55370,همه چیز عالی بود مسئول تحویل غذا هم خیلی محترم و خوش برخورد بودن ممنونم,-1.0
12552,HP به همراه این پرینتر درایورهای 32 و 64 بیت برای سازگاری با ویندوز XP،  Vista،  7 و OS X 10.4 را نیز فراهم کرده است.,0.5
15638,یک دکمه ی Select در زیر نمایشگر وجود دارد که به طور واضح از دکمه ی select موجود بر روی iPhone کوچک تر می باشد.,0.0
25147,شکلات پوست پرتقال خیلی معمولی بود نصف شکلاتا ریخته و فقط پوست پرتقالش مونده! شکری برشی واقعا خیلی بدمزه بود بوی بدی درست شبیه ماهی خام میداد! اصلا نتونستم بخورم و تازه هم نبود …,-1.0
9536,این دوربین توانایی پشتیبانی از کارت حافظه ی micro SD تا سقف 64 گیگابایت را دارد.,0.0
